Fagaitua_no_rain,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
11/14/2017 22:15,0,71.1,82,0,104,12,2,71.9
11/14/2017 22:30,0,70.9,82,0,98,11,3,71.9
11/14/2017 22:45,0,70.9,82.2,0,94,13,4,72
11/14/2017 23:00,0,70.6,82,0,86,11,3,71.7
11/14/2017 23:15,0,71.5,82,0,96,12,3,72.1
11/14/2017 23:30,0,72.2,81.7,0,97,12,1,72.1
11/14/2017 23:45,0,71.7,81.6,0,97,10,1,71.8
11/15/2017 0:00,0,71.9,81.4,0,93,10,3,71.7
11/15/2017 0:15,0,72.9,81.5,0,80,5,1,72.2
11/15/2017 0:30,0,72.8,81.5,0,94,8,2,72.1
11/15/2017 0:45,0,72.7,81.5,0,94,14,3,72.1
11/15/2017 1:00,0,71.8,81.8,0,114,12,4,72
11/15/2017 1:15,0,74.7,81.8,0,77,9,3,73.2
11/15/2017 1:30,0,74.2,81.6,0,98,18,4,72.8
11/15/2017 1:45,0,75,81.8,0,97,11,3,73.3
11/15/2017 2:00,0,75.6,81.3,0,91,5,1,73
11/15/2017 2:15,0,75,81,0,111,12,3,72.5
11/15/2017 2:30,0,73.7,81,0,84,11,2,72
11/15/2017 2:45,0,71.7,81.3,0,91,8,1,71.5
11/15/2017 3:00,0,72.9,81.3,0,88,8,1,72
11/15/2017 3:15,0,73,81.5,0,84,10,2,72.2
11/15/2017 3:30,0,72.5,81.6,0,101,9,1,72.1
11/15/2017 3:45,0,72.7,81.4,0,79,8,0,72
11/15/2017 4:00,0,72.3,81.3,0,72,7,1,71.7
11/15/2017 4:15,0,72.2,81.3,0,87,7,1,71.7
11/15/2017 4:30,0,72.5,81.1,0,84,6,1,71.6
11/15/2017 4:45,0,72.8,81.1,0,103,11,3,71.7
11/15/2017 5:00,0,71.6,81.4,0,103,11,3,71.6
11/15/2017 5:15,0,71.5,81.7,0,91,9,3,71.8
11/15/2017 5:30,0,71.1,81.7,0,90,11,4,71.6
11/15/2017 5:45,7,71.5,81.7,0,96,11,3,71.8
11/15/2017 6:00,45,72.4,81.8,0,87,11,3,72.3
11/15/2017 6:15,112,74.2,81.9,0,104,5,1,73.1
11/15/2017 6:30,171,72.1,82.3,0,80,11,3,72.6
11/15/2017 6:45,193,71.9,82.8,0,112,10,1,73
11/15/2017 7:00,173,72.4,82.7,0,98,6,1,73.1
11/15/2017 7:15,179,73,82.6,0,104,9,1,73.3
11/15/2017 7:30,205,72.5,82.7,0,128,5,1,73.2
11/15/2017 7:45,217,73.5,83,0,114,5,0,73.9
11/15/2017 8:00,250,71.5,83.2,0,87,9,1,73.3
11/15/2017 8:15,114,78.6,81.6,0,98,11,3,74.4
11/15/2017 8:30,203,79.8,80.1,0,81,8,0,73.4
11/15/2017 8:45,259,77.3,80.9,0,84,8,2,73.3
11/15/2017 9:00,292,75.3,81.5,0,93,8,2,73.1
11/15/2017 9:15,345,76,82.1,0,73,3,0,74
11/15/2017 9:30,374,74.8,82.6,0,110,7,0,74
11/15/2017 9:45,341,75.2,82.7,0,125,6,0,74.2
11/15/2017 10:00,302,74.1,82.6,0,81,4,0,73.7
11/15/2017 10:15,287,73.5,83.5,0,83,7,0,74.3
11/15/2017 10:30,302,72.7,83.4,0,94,5,0,73.9
11/15/2017 10:45,412,72,83.2,0,90,14,2,73.5
11/15/2017 11:00,435,73.7,83.4,0,115,7,1,74.3
11/15/2017 11:15,465,68.8,83.2,0,100,9,2,72.1
11/15/2017 11:30,521,69.6,83.1,0,77,8,1,72.4
11/15/2017 11:45,521,67,84.1,0,86,7,1,72.2
11/15/2017 12:00,554,68.6,83.9,0,98,8,1,72.7
11/15/2017 12:15,624,68.3,84.4,0,117,5,0,73.1
11/15/2017 12:30,666,67.6,85.7,0,111,7,0,74
11/15/2017 12:45,605,67.2,85.6,0,128,4,0,73.7
11/15/2017 13:00,456,69.2,85,0,153,3,0,74
11/15/2017 13:15,409,71.4,84.8,0,125,7,0,74.8
11/15/2017 13:30,382,72.6,84.3,0,111,5,1,74.8
11/15/2017 13:45,357,72.2,84.4,0,115,4,0,74.7
11/15/2017 14:00,355,71.8,84,0,90,9,2,74.1
11/15/2017 14:15,389,73.1,83.7,0,93,8,2,74.4
11/15/2017 14:30,360,74.3,83.4,0,87,7,2,74.6
11/15/2017 14:45,323,74.2,83.1,0,88,10,2,74.2
11/15/2017 15:00,274,74.1,83,0,112,9,2,74.1
11/15/2017 15:15,318,73.7,83.2,0,100,5,1,74.1
11/15/2017 15:30,236,73.8,83.4,0,88,4,0,74.4
11/15/2017 15:45,253,74.9,83.1,0,98,6,1,74.5
11/15/2017 16:00,248,72.9,83.2,0,105,5,0,73.8
11/15/2017 16:15,184,74.1,83.2,0,115,8,1,74.3
11/15/2017 16:30,171,73.7,82.7,0,93,7,1,73.6
11/15/2017 16:45,149,73.5,82.6,0,97,10,2,73.5
11/15/2017 17:00,116,74.4,82.4,0,84,10,2,73.6
11/15/2017 17:15,105,75.1,82.3,0,100,5,0,73.8
11/15/2017 17:30,83,75.1,82.2,0,114,7,1,73.7
11/15/2017 17:45,67,74.3,82.1,0,64,5,0,73.3
11/15/2017 18:00,39,76,82,0,103,7,1,73.9
11/15/2017 18:15,19,76.8,81.7,0,72,3,0,73.9
11/15/2017 18:30,4,76.4,81.6,0,83,5,0,73.6
11/15/2017 18:45,0,76.5,81.6,0,79,5,0,73.7
11/15/2017 19:00,0,76.4,81.7,0,91,7,1,73.7
11/15/2017 19:15,0,76.3,81.6,0,111,6,1,73.6
11/15/2017 19:30,0,76.3,81.6,0,74,3,0,73.6
11/15/2017 19:45,0,76.4,81.6,0,110,6,1,73.6
11/15/2017 20:00,0,76.5,81.7,0,103,5,0,73.8
11/15/2017 20:15,0,76.5,81.7,0,74,5,0,73.8
11/15/2017 20:30,0,76,82,0,67,4,0,73.9
11/15/2017 20:45,0,76.4,82,0,90,3,0,74
11/15/2017 21:00,0,75.6,82.2,0,115,5,0,73.9
11/15/2017 21:15,0,75.6,82.2,0,100,6,1,73.9
11/15/2017 21:30,0,76.2,82,0,163,3,0,73.9
11/15/2017 21:45,0,76.3,82,0,309,1,0,74
11/15/2017 22:00,0,78,80.9,0,74,8,1,73.5
11/15/2017 22:15,0,79.2,80,0,148,2,0,73.1
11/15/2017 22:30,0,79.7,80.2,0,50,6,1,73.5
11/15/2017 22:45,0,79.1,80.2,0,28,2,0,73.3
11/15/2017 23:00,0,78.9,80,0,19,1,0,73
11/15/2017 23:15,0,80.1,80,0,120,4,0,73.4
11/15/2017 23:30,0,78,80.6,0,33,5,0,73.2
11/15/2017 23:45,0,76.4,81.3,0,53,3,0,73.3
11/16/2017 0:00,0,75.2,81.6,0,90,4,0,73.2
11/16/2017 0:15,0,75.3,81.7,0,138,4,0,73.3
11/16/2017 0:30,0,75.1,81.8,0,115,4,0,73.3
11/16/2017 0:45,0,75.7,81.6,0,131,6,0,73.4
11/16/2017 1:00,0,74.9,82,0,72,5,0,73.4
11/16/2017 1:15,0,74.8,82,0,96,3,0,73.4
11/16/2017 1:30,0,75.3,82,0,66,4,0,73.6
11/16/2017 1:45,0,75.1,81.8,0,55,3,0,73.3
11/16/2017 2:00,0,75,81.6,0,72,3,0,73.1
11/16/2017 2:15,0,74.4,81.7,0,39,2,0,73
11/16/2017 2:30,0,74.2,81.7,0,36,1,0,72.9
11/16/2017 2:45,0,75.2,81.5,0,50,0,0,73.1
11/16/2017 3:00,0,75.6,81.3,0,50,2,0,73
11/16/2017 3:15,0,75.4,81.3,0,49,1,0,73
11/16/2017 3:30,0,75.4,81.2,0,50,0,0,72.9
11/16/2017 3:45,0,75.2,81.2,0,50,1,0,72.8
11/16/2017 4:00,0,75.7,81.3,0,56,5,0,73.1
11/16/2017 4:15,0,76.4,81.2,0,93,2,0,73.2
11/16/2017 4:30,0,77,81,0,96,1,0,73.3
11/16/2017 4:45,0,76.7,81.1,0,63,5,0,73.2
11/16/2017 5:00,0,76.7,81.2,0,57,6,0,73.3
11/16/2017 5:15,0,76.3,81.2,0,52,7,1,73.2
11/16/2017 5:30,0,77.3,81.3,0,67,5,1,73.7
11/16/2017 5:45,0,75.9,81.2,0,64,5,0,73
11/16/2017 6:00,4,76.1,81,0,77,3,0,72.9
11/16/2017 6:15,9,75.5,80.9,0,72,10,1,72.6
11/16/2017 6:30,19,75.3,81.3,0,64,9,2,72.9
11/16/2017 6:45,59,75.3,81.3,0,87,6,1,72.9
11/16/2017 7:00,94,73.9,81.3,0,70,7,0,72.4
11/16/2017 7:15,126,73.3,81.5,0,83,9,1,72.3
11/16/2017 7:30,113,72.5,81.8,0,66,3,0,72.3
11/16/2017 7:45,172,72.6,82.1,0,11,1,0,72.6
11/16/2017 8:00,277,71.6,83.1,0,24,0,0,73.2
11/16/2017 8:15,280,71.6,83.6,0,55,6,1,73.7
11/16/2017 8:30,513,71.2,84.5,0,118,5,0,74.4
11/16/2017 8:45,526,69.7,85.6,0,91,8,2,74.8
11/16/2017 9:00,660,68.1,85.9,0,93,8,1,74.4
11/16/2017 9:15,808,66.7,86.5,0,90,12,4,74.4
11/16/2017 9:30,709,66.5,86.1,0,93,7,2,73.9
11/16/2017 9:45,768,69.5,85.8,0,84,10,4,74.9
11/16/2017 10:00,715,68.3,86,0,96,10,3,74.6
11/16/2017 10:15,691,69,86,0,97,6,1,74.9
11/16/2017 10:30,997,69.2,86.4,0,91,13,3,75.4
11/16/2017 10:45,1099,69.1,87.1,0,97,12,3,76
11/16/2017 11:00,1145,65.3,87.9,0,118,9,2,75.1
11/16/2017 11:15,1092,66.5,87.5,0,103,10,2,75.3
11/16/2017 11:30,1285,63.3,88.6,0,129,10,2,74.8
11/16/2017 11:45,1351,65.5,88.4,0,124,10,3,75.7
11/16/2017 12:00,1346,66.2,88.5,0,110,12,3,76.1
11/16/2017 12:15,1228,65.5,89,0,120,9,3,76.2
11/16/2017 12:30,1175,65.5,88.6,0,120,8,2,75.9
11/16/2017 12:45,1152,64.7,88.6,0,121,7,2,75.5
11/16/2017 13:00,1276,65.6,88,0,100,11,2,75.3
11/16/2017 13:15,1295,65.5,87.9,0,107,10,4,75.2
11/16/2017 13:30,1248,68,87.3,0,101,10,4,75.7
11/16/2017 13:45,1249,67.9,87.5,0,96,10,4,75.9
11/16/2017 14:00,1106,68.7,87.9,0,111,14,3,76.6
11/16/2017 14:15,835,68.9,88,0,98,14,3,76.8
11/16/2017 14:30,275,72.8,85.5,0,173,6,1,76
11/16/2017 14:45,392,73.5,84.8,0,88,5,0,75.6
11/16/2017 15:00,876,68,86.7,0,100,10,2,75.1
11/16/2017 15:15,527,69.1,87,0,105,10,2,75.9
11/16/2017 15:30,269,71,85.6,0,77,6,1,75.4
11/16/2017 15:45,306,72.7,84.7,0,80,8,1,75.2
11/16/2017 16:00,463,69.1,85.6,0,94,8,1,74.6
11/16/2017 16:15,306,70.5,85.6,0,93,7,2,75.2
11/16/2017 16:30,141,72.9,84.4,0,94,7,1,75
11/16/2017 16:45,135,73.6,83.9,0,104,11,2,74.8
11/16/2017 17:00,264,75.4,82.9,0,196,3,0,74.5
11/16/2017 17:15,391,69.8,85.1,0,166,4,0,74.4
11/16/2017 17:30,119,73.9,84,0,169,3,0,75
11/16/2017 17:45,93,76.3,82.9,0,179,2,0,74.8
11/16/2017 18:00,89,75.8,83.3,0,168,2,0,75
11/16/2017 18:15,31,75.4,83.3,0,84,4,0,74.9
11/16/2017 18:30,9,74.2,83,0,72,7,1,74.1
11/16/2017 18:45,0,75.2,82.8,0,124,3,0,74.3
11/16/2017 19:00,0,75.2,82.8,0,77,4,0,74.3
11/16/2017 19:15,0,74.6,83,0,72,6,0,74.3
11/16/2017 19:30,0,75.1,82.7,0,48,3,0,74.2
11/16/2017 19:45,0,75.5,82.6,0,39,4,0,74.3
11/16/2017 20:00,0,75.6,82.5,0,45,5,0,74.2
11/16/2017 20:15,0,76.9,82.2,0,64,8,1,74.4
11/16/2017 20:30,0,78.4,81.2,0,84,4,0,74
11/16/2017 20:45,0,78.6,81.2,0,86,3,0,74.1
11/16/2017 21:00,0,78.7,81.3,0,94,2,0,74.2
11/16/2017 21:15,0,77.9,81.5,0,49,0,0,74.1
11/16/2017 21:30,0,76.5,81.6,0,73,1,0,73.7
11/16/2017 21:45,0,76.4,81.8,0,79,2,0,73.8
11/16/2017 22:00,0,76.7,81.6,0,77,2,0,73.7
11/16/2017 22:15,0,76.2,81.8,0,53,4,0,73.7
11/16/2017 22:30,0,75.8,81.9,0,39,3,0,73.7
11/16/2017 22:45,0,75.7,81.9,0,57,1,0,73.6
11/16/2017 23:00,0,75.6,82,0,57,4,0,73.7
11/16/2017 23:15,0,75.6,82.1,0,91,4,0,73.8
11/16/2017 23:30,0,75.3,82.2,0,64,3,0,73.8
11/16/2017 23:45,0,75.4,82,0,59,3,0,73.6
11/17/2017 0:00,0,75.6,81.9,0,149,0,0,73.6
11/17/2017 0:15,0,76.3,82,0,72,3,0,74
11/17/2017 0:30,0,77.8,82,0,135,4,0,74.5
11/17/2017 0:45,0,79.9,81.3,0,88,4,0,74.6
11/17/2017 1:00,0,79.5,81.4,0,72,5,1,74.6
11/17/2017 1:15,0,78.4,81.3,0,124,5,0,74.1
11/17/2017 1:30,0,79.2,81.1,0,81,2,0,74.2
11/17/2017 1:45,0,78.1,81.5,0,49,4,0,74.2
11/17/2017 2:00,0,78.1,81.6,0,52,8,0,74.3
11/17/2017 2:15,0,76.8,81.8,0,64,5,1,74
11/17/2017 2:30,0,76.2,81.8,0,64,4,0,73.7
11/17/2017 2:45,0,75.1,82.2,0,80,7,0,73.7
11/17/2017 3:00,0,73.8,82.3,0,70,8,1,73.3
11/17/2017 3:15,0,73.5,82.4,0,76,5,0,73.3
11/17/2017 3:30,0,73.7,82.3,0,83,6,1,73.3
11/17/2017 3:45,0,74.9,82.1,0,94,3,0,73.5
11/17/2017 4:00,0,75.5,82,0,64,6,0,73.7
11/17/2017 4:15,0,74.3,82.2,0,73,5,0,73.4
11/17/2017 4:30,0,74.1,82.4,0,83,5,1,73.5
11/17/2017 4:45,0,74,82.3,0,62,4,0,73.4
11/17/2017 5:00,0,74.9,82.3,0,57,5,0,73.7
11/17/2017 5:15,0,75.3,82.3,0,97,5,0,73.9
11/17/2017 5:30,0,74.2,82.5,0,59,5,1,73.7
11/17/2017 5:45,4,74.6,82.4,0,53,5,0,73.7
11/17/2017 6:00,21,73.8,82.5,0,62,6,1,73.5
11/17/2017 6:15,60,73.4,82.8,0,80,7,1,73.6
11/17/2017 6:30,74,73.4,82.9,0,79,4,0,73.7
11/17/2017 6:45,138,73.4,83.1,0,83,8,1,73.9
11/17/2017 7:00,181,72.5,83.5,0,94,5,1,73.9
11/17/2017 7:15,221,72.3,83.8,0,76,7,1,74.2
11/17/2017 7:30,235,72.6,84,0,87,10,1,74.5
11/17/2017 7:45,302,71,84.4,0,122,8,1,74.2
11/17/2017 8:00,432,71.5,85,0,101,9,1,75
11/17/2017 8:15,218,71.6,85.3,0,103,6,1,75.3
11/17/2017 8:30,317,72.6,84.1,0,76,9,2,74.6
11/17/2017 8:45,687,70.5,85.8,0,103,8,2,75.3
11/17/2017 9:00,663,68.1,86.4,0,94,9,3,74.9
11/17/2017 9:15,709,69.5,86.3,0,93,10,3,75.4
11/17/2017 9:30,920,67.1,86.6,0,114,12,3,74.7
11/17/2017 9:45,639,68.2,86.7,0,97,9,2,75.2
11/17/2017 10:00,521,70.1,86,0,105,8,2,75.4
11/17/2017 10:15,798,66.5,86.6,0,97,7,1,74.4
11/17/2017 10:30,899,67,87.6,0,94,10,2,75.6
11/17/2017 10:45,957,65.3,87.7,0,107,11,2,74.9
11/17/2017 11:00,864,67,87.8,0,124,7,1,75.8
11/17/2017 11:15,909,66.3,88.7,0,134,7,1,76.3
11/17/2017 11:30,978,67.9,87.7,0,105,10,2,76.1
11/17/2017 11:45,988,65.7,87.8,0,101,9,2,75.2
11/17/2017 12:00,981,65.7,88.9,0,131,8,1,76.2
11/17/2017 12:15,632,67.7,88.4,0,103,6,0,76.6
11/17/2017 12:30,1357,65.2,88.5,0,94,10,2,75.6
11/17/2017 12:45,1065,65.8,88.5,0,107,9,2,75.9
11/17/2017 13:00,821,67.9,87.8,0,84,8,1,76.2
11/17/2017 13:15,792,68.5,87.8,0,96,7,1,76.4
11/17/2017 13:30,539,71.2,87,0,87,6,1,76.8
11/17/2017 13:45,653,69.5,86.1,0,86,7,2,75.2
11/17/2017 14:00,584,69,86.6,0,103,7,1,75.5
11/17/2017 14:15,543,70.1,86.2,0,76,6,0,75.6
11/17/2017 14:30,467,69.6,86.4,0,87,4,0,75.5
11/17/2017 14:45,422,71.5,86.2,0,83,4,0,76.1
11/17/2017 15:00,458,70.1,85.8,0,74,4,1,75.2
11/17/2017 15:15,428,70.4,85.8,0,83,4,0,75.3
11/17/2017 15:30,460,69.6,86.1,0,57,4,0,75.3
11/17/2017 15:45,465,69.1,86.6,0,88,5,0,75.5
11/17/2017 16:00,605,68.1,86.4,0,73,5,0,74.9
11/17/2017 16:15,543,65.2,87.8,0,67,4,0,75
11/17/2017 16:30,329,68.8,86.3,0,84,5,0,75.1
11/17/2017 16:45,257,71.1,85.6,0,79,5,0,75.4
11/17/2017 17:00,148,73.2,84.9,0,67,4,0,75.6
11/17/2017 17:15,110,73.7,84.4,0,77,4,0,75.3
11/17/2017 17:30,93,73.5,84.1,0,77,1,0,74.9
11/17/2017 17:45,57,75,83.7,0,77,2,0,75.1
11/17/2017 18:00,33,75.9,83.3,0,77,0,0,75.1
11/17/2017 18:15,18,76,82.8,0,77,1,0,74.6
11/17/2017 18:30,5,76.1,82.4,0,77,0,0,74.3
11/17/2017 18:45,0,76.3,82.3,0,77,1,0,74.3
11/17/2017 19:00,0,77.3,82.1,0,77,1,0,74.4
11/17/2017 19:15,0,77.8,82,0,62,3,0,74.5
11/17/2017 19:30,0,77.1,82.1,0,40,2,0,74.4
11/17/2017 19:45,0,76.7,82.1,0,40,0,0,74.2
11/17/2017 20:00,0,75.3,82,0,39,1,0,73.6
11/17/2017 20:15,0,74.7,82,0,42,2,0,73.4
11/17/2017 20:30,0,76.4,82,0,76,7,1,74
11/17/2017 20:45,0,76.4,82.3,0,72,5,1,74.3
11/17/2017 21:00,0,76.4,82.3,0,77,4,0,74.3
11/17/2017 21:15,0,76.4,82.1,0,70,5,0,74.1
11/17/2017 21:30,0,77.9,81.9,0,64,2,0,74.5
11/17/2017 21:45,0,77.5,81.6,0,105,1,0,74
11/17/2017 22:00,0,77.2,81.6,0,83,5,0,73.9
11/17/2017 22:15,0,77.2,81.7,0,56,3,0,74
11/17/2017 22:30,0,76.9,81.8,0,45,0,0,74
11/17/2017 22:45,0,76.6,81.8,0,45,1,0,73.9
11/17/2017 23:00,0,76.8,82,0,45,1,0,74.2
11/17/2017 23:15,0,77.8,82,0,84,3,0,74.5
11/17/2017 23:30,0,78.2,82.1,0,24,1,0,74.8
11/17/2017 23:45,0,78,82.1,0,55,2,0,74.7
11/18/2017 0:00,0,77.6,82.1,0,59,1,0,74.6
11/18/2017 0:15,0,76,82,0,63,4,0,73.9
11/18/2017 0:30,0,75.1,82,0,70,2,0,73.5
11/18/2017 0:45,0,75,82,0,40,2,0,73.5
11/18/2017 1:00,0,74.6,82,0,19,1,0,73.3
11/18/2017 1:15,0,75.1,82.3,0,39,2,0,73.8
11/18/2017 1:30,0,74.7,82.3,0,72,7,1,73.7
11/18/2017 1:45,0,75.2,82.4,0,83,3,0,73.9
11/18/2017 2:00,0,75.4,82.2,0,73,0,0,73.8
11/18/2017 2:15,0,75.3,82.1,0,74,2,0,73.7
11/18/2017 2:30,0,75.3,82,0,72,3,0,73.6
11/18/2017 2:45,0,75.8,81.9,0,73,1,0,73.7
11/18/2017 3:00,0,76.4,81.8,0,40,1,0,73.8
11/18/2017 3:15,0,76.1,81.7,0,63,2,0,73.6
11/18/2017 3:30,0,76.8,81.6,0,67,1,0,73.8
11/18/2017 3:45,0,76.3,81.8,0,59,6,0,73.8
11/18/2017 4:00,0,75.5,82.1,0,74,5,1,73.8
11/18/2017 4:15,0,75,82.2,0,72,2,0,73.7
11/18/2017 4:30,0,74.4,82.5,0,62,2,0,73.7
11/18/2017 4:45,0,74.3,82.2,0,132,7,1,73.4
11/18/2017 5:00,0,74.8,81.9,0,249,3,0,73.3
11/18/2017 5:15,0,75.2,81.5,0,136,3,0,73.1
11/18/2017 5:30,0,75.5,81.4,0,32,5,0,73.1
11/18/2017 5:45,1,75.6,81.7,0,49,4,0,73.4
11/18/2017 6:00,9,75.8,81.7,0,57,3,0,73.5
11/18/2017 6:15,53,76,82,0,56,2,0,73.9
11/18/2017 6:30,125,72.9,83,0,57,6,1,73.6
11/18/2017 6:45,130,72.6,83.5,0,77,7,1,74
11/18/2017 7:00,200,71.5,83.7,0,86,8,2,73.7
11/18/2017 7:15,272,69.7,85,0,72,5,0,74.2
11/18/2017 7:30,369,68.4,85.2,0,90,5,0,73.9
11/18/2017 7:45,367,67.4,85.9,0,62,5,0,74.1
11/18/2017 8:00,420,68.3,85.9,0,83,6,1,74.5
11/18/2017 8:15,415,69.2,85.9,0,104,6,0,74.9
11/18/2017 8:30,621,67.8,86.1,0,90,8,2,74.5
11/18/2017 8:45,744,66.7,86.7,0,91,10,2,74.6
11/18/2017 9:00,851,64.9,86.8,0,96,9,2,73.9
11/18/2017 9:15,893,65.7,86.8,0,101,11,4,74.2
11/18/2017 9:30,943,66.4,86.8,0,81,10,4,74.5
11/18/2017 9:45,959,67.9,86.7,0,105,10,4,75.1
11/18/2017 10:00,967,67.2,87.5,0,88,8,2,75.6
11/18/2017 10:15,919,66.4,87.1,0,80,10,3,74.8
11/18/2017 10:30,1089,65.9,86.7,0,77,10,4,74.2
11/18/2017 10:45,1209,63.8,88.3,0,103,9,1,74.8
11/18/2017 11:00,1165,65.5,88.4,0,83,10,3,75.7
11/18/2017 11:15,1132,67.5,87.8,0,88,14,4,76
11/18/2017 11:30,1120,65.5,87.8,0,103,8,3,75.1
11/18/2017 11:45,1067,67,88,0,88,9,2,76
11/18/2017 12:00,1336,66.4,88.3,0,87,12,3,76
11/18/2017 12:15,1230,66,88.1,0,87,10,3,75.6
11/18/2017 12:30,1322,64.9,88,0,96,11,3,75
11/18/2017 12:45,1277,64.9,88.4,0,104,8,3,75.4
11/18/2017 13:00,1105,65.5,88.1,0,90,14,3,75.4
11/18/2017 13:15,1272,63.5,88.3,0,111,11,4,74.6
11/18/2017 13:30,912,66.3,87.5,0,87,8,3,75.2
11/18/2017 13:45,836,66.3,87,0,91,8,2,74.7
11/18/2017 14:00,1003,68.7,86.9,0,86,7,2,75.6
11/18/2017 14:15,878,65.2,88.5,0,87,8,1,75.6
11/18/2017 14:30,941,66.2,87.8,0,80,10,4,75.4
11/18/2017 14:45,667,67.6,87.2,0,87,8,1,75.5
11/18/2017 15:00,506,68.1,87.7,0,112,5,0,76.1
11/18/2017 15:15,413,70.1,86.8,0,86,7,1,76.1
11/18/2017 15:30,367,69.4,86.2,0,67,9,2,75.3
11/18/2017 15:45,528,65.2,86,0,80,9,1,73.2
11/18/2017 16:00,664,64.4,87,0,90,6,1,73.8
11/18/2017 16:15,629,64.3,88.1,0,83,7,1,74.8
11/18/2017 16:30,415,68.2,86.6,0,76,11,1,75.1
11/18/2017 16:45,269,68.3,85.6,0,81,6,1,74.2
11/18/2017 17:00,345,66.9,86.1,0,100,6,0,74.1
11/18/2017 17:15,271,66.6,86.7,0,77,5,1,74.5
11/18/2017 17:30,100,69.2,85.3,0,69,7,1,74.3
11/18/2017 17:45,78,71,84,0,97,6,0,73.8
11/18/2017 18:00,40,72.8,83.6,0,87,2,0,74.2
11/18/2017 18:15,29,74.2,83,0,63,3,0,74.1
11/18/2017 18:30,12,75.4,82.7,0,64,3,0,74.3
11/18/2017 18:45,1,75.5,82.3,0,77,2,0,74
11/18/2017 19:00,0,75.6,81.7,0,43,0,0,73.4
11/18/2017 19:15,0,75,81.5,0,46,5,0,73
11/18/2017 19:30,0,75.9,81.5,0,48,2,0,73.3
11/18/2017 19:45,0,75.8,81.9,0,72,3,0,73.7
11/18/2017 20:00,0,77.7,81.6,0,211,1,0,74.1
11/18/2017 20:15,0,77.3,81.7,0,343,1,0,74.1
11/18/2017 20:30,0,77,82,0,31,2,0,74.2
11/18/2017 20:45,0,77.2,82.1,0,38,3,0,74.4
11/18/2017 21:00,0,76.9,82.4,0,79,5,0,74.6
11/18/2017 21:15,0,76.6,82.5,0,81,8,0,74.6
11/18/2017 21:30,0,76,82.5,0,86,6,1,74.3
11/18/2017 21:45,0,75.7,82.7,0,104,5,0,74.4
11/18/2017 22:00,0,75.5,82.6,0,60,4,0,74.3
11/18/2017 22:15,0,75.4,82.7,0,88,6,2,74.3
11/18/2017 22:30,0,75.7,82.6,0,69,7,1,74.3
11/18/2017 22:45,0,76,82.4,0,56,4,0,74.2
11/18/2017 23:00,0,76.3,82.3,0,59,5,0,74.3
11/18/2017 23:15,0,76.4,82.5,0,72,3,0,74.5
11/18/2017 23:30,0,76.9,82.3,0,88,2,0,74.5
11/18/2017 23:45,0,77.2,82.2,0,97,3,0,74.5
11/19/2017 0:00,0,77.4,82.1,0,91,3,0,74.5
11/19/2017 0:15,0,77.2,82.1,0,97,4,0,74.4
11/19/2017 0:30,0,77.6,82,0,125,4,0,74.5
11/19/2017 0:45,0,77,82.2,0,70,1,0,74.4
11/19/2017 1:00,0,76.9,82.3,0,101,3,0,74.5
11/19/2017 1:15,0,76.8,82.5,0,70,4,0,74.6
11/19/2017 1:30,0,76.9,82.3,0,103,1,0,74.5
11/19/2017 1:45,0,77,82.3,0,91,4,0,74.5
11/19/2017 2:00,0,77.8,82.2,0,98,4,0,74.7
11/19/2017 2:15,0,78.3,82,0,105,5,0,74.7
11/19/2017 2:30,0,79.4,81.6,0,79,0,0,74.7
11/19/2017 2:45,0,79.8,81.4,0,69,3,0,74.7
11/19/2017 3:00,0,78.6,81.6,0,63,4,0,74.4
11/19/2017 3:15,0,78,82,0,50,0,0,74.6
11/19/2017 3:30,0,78.8,81.8,0,53,0,0,74.7
11/19/2017 3:45,0,77.3,81.8,0,73,3,0,74.2
11/19/2017 4:00,0,76.7,82,0,57,0,0,74.1
11/19/2017 4:15,0,76.6,82,0,56,1,0,74.1
11/19/2017 4:30,0,76.4,82,0,59,0,0,74
11/19/2017 4:45,0,76.9,81.8,0,98,0,0,74
11/19/2017 5:00,0,76.1,82.1,0,43,3,0,74
11/19/2017 5:15,0,75.9,82.1,0,60,0,0,73.9
11/19/2017 5:30,0,76.2,82.1,0,59,0,0,74
11/19/2017 5:45,1,76.3,82.3,0,73,0,0,74.3
11/19/2017 6:00,9,76,82.6,0,90,0,0,74.4
11/19/2017 6:15,16,76.8,82.6,0,84,0,0,74.7
11/19/2017 6:30,32,75.9,82.7,0,118,7,0,74.5
11/19/2017 6:45,49,76.5,82.7,0,120,9,1,74.7
11/19/2017 7:00,237,76.2,83.2,0,100,3,0,75.1
11/19/2017 7:15,334,73.2,84.6,0,79,7,0,75.3
11/19/2017 7:30,397,69.7,85.4,0,103,12,2,74.6
11/19/2017 7:45,425,68.3,85.9,0,108,8,2,74.5
11/19/2017 8:00,460,69.4,85.6,0,107,8,2,74.7
11/19/2017 8:15,656,68.4,86.4,0,115,9,2,75
11/19/2017 8:30,639,68.3,87,0,129,11,1,75.6
11/19/2017 8:45,742,67.3,87.7,0,120,6,1,75.8
11/19/2017 9:00,835,66.7,87.8,0,112,9,1,75.6
11/19/2017 9:15,919,66.4,87.8,0,115,10,2,75.5
